loc_name,muni,address,prov
The Hunny Pot Cannabis Co,London,3010 Colonel Talbot Rd Suite 1,Ontario
The Cannabist Shop – King E,Kitchener,325 King St E,Ontario
Fika Local Fairview Park,Kitchener,2960 Kingsway Dr Unit G007,Ontario
Seoul Cannabis,Toronto,22 Bathurst St,Ontario
Tokyo Smoke Waterloo Boardwalk,Kitchener,200 The Boardwalk Suite 2,Ontario
Nuleef Cannabis,East York,86 Laird Dr,Ontario
The Dime On Wortley,London,162 Wortley Rd Unit 1C,Ontario
Highlife Cannabis Hanmer Express,Hanmer ,5085 Old Hwy 69,Ontario
Levicann,Keswick,488 The Queensway S,Ontario
Olympia Cannabis Madoc (O/C Madoc),Madoc,15 Durham St S Unit 1,Ontario
Go Green Cannabis Co,Gloucester,1756 Montreal Rd,Ontario
Spiritleaf - Sandalwood,Brampton,170 Sandalwood Pky E Unit 12A,Ontario
Big River Cannabis,Calabogie ,4983 Calabogie Rd. Unit 1,Ontario
Tokyo Smoke,Hamilton,967 Fennell Ave E Unit 4,Ontario
Pop'S Cannabis Co. Courtice ,Courtice,1635 Hwy 2 Unit 102,Ontario
Tokyo Smoke Lime Ridge,Hamilton,999 Upper Wentworth St Unit 167,Ontario
The Cannabist Shop - Bridgeport W,Waterloo,10 Bridgeport Rd W,Ontario
Tokyo Smoke,Lasalle,5844 Malden Rd Unit 120,Ontario
Tweed,Guelph,138 College Ave W Unit A,Ontario
500 Preston Tokyo Smoke,Ottawa,500 Preston St,Ontario
Canna Cabana,Kitchener,1375 Weber St E Unit 111,Ontario
Chronicles Cannabis Inc,Kitchener,1 Queen St N Suite 102,Ontario
Leaf & Embers,Mitchell,24 Ontario Rd,Ontario
Indo Smoke,York,2159 Weston Rd Unit 2147,Ontario
Harvest Cannabis Co,Binbrook,"3200 Regional Road 56, Unit 115",Ontario
Spiritleaf,Campbellford,15 Bridge Street West,Ontario
We'D,Hamilton,205 Quigley Rd Suite 5,Ontario
Happy Life,Val Caron,3045 Old Hwy 69 N Unit 2,Ontario
Sessions Cannabis - Nickle City,Sudbury,900 Lasalle Blvd Unit Q,Ontario
The Community Store,Wellington,186 Main Street Unit 3,Ontario
Blackstar Cannabis Shuter,Owen Sound,103 10Th St E,Ontario
J. Supply Co. Geraldton,Geraldton,404 Main Street Unit C,Ontario
J. Supply Co. Marathon,Marathon,4 Stevens Avenue,Ontario
Canna Cabana ,London,595 Fanshawe Park Rd W Unit C01102A,Ontario
Pop'S Cannabis Co.,Sudbury,450 Notre Dame Ave Unit 105B,Ontario
Bluebird Cannabis Co - Winchester,Winchester,507 St Lawrence St Lower Level,Ontario
Paper Dragon Cannabis Co.,Toronto,2725 Yonge St,Ontario
Spiritleaf Sunrise,Kitchener,1400 Ottawa St S Unit B7,Ontario
Greentown Cannabis Discount Hut,Windsor,1519 Drouillard Rd,Ontario
Rockwood Cannabis,Scarborough,3148 Kingston Rd Unit 3,Ontario
Tokyo Smoke The Well,Toronto,486 Front St W Unit Sf12,Ontario
Highties Cannabis Store,Embrun,1044 St. Guillaume Rd Unit A102,Ontario
Value Buds,Aurora,650 Wellington St E Unit A12,Ontario
Leaflit,Lindsay,55 Kent St W,Ontario
Elevated Minds,Stoney Creek,570 Highway 8 Unit 2,Ontario
King Of Queens Cannabis Company,North Bay,176 Oak St W,Ontario
Superette,Toronto,83 Portland St,Ontario
Bananas,Cookstown,25 Queen St,Ontario
Spiritleaf Cannabis,Pickering,1792 Liverpool Rd Unit 107,Ontario
Ganjika House Dixon Rd,Etobicoke,636 Dixon Rd Unit 1,Ontario
Value Buds,North York,3300 Dufferin St. Unit E,Ontario
Tokyo Smoke 297 Richmond,Ottawa,297 Richmond Rd Unit A,Ontario
Shinybud Cannabis Co. New Tecumseth ,Schomberg,6048 Highway 9 Unit 10,Ontario
Sunfish Cannabis Trainstation,Havelock,"30 Ottawa Street, East Unit",Ontario
Forest City Marijuana,London,1009 Wonderland Rd S Unit 2,Ontario
Spot 420,Bowmanville,237 King St E Unit 3,Ontario
Cannabis Masters,North York,195 Millwick Dr,Ontario
Tweed,Hamilton,648 King St W Unit A,Ontario
Tweed,Barrie,99 Mapleview Dr E Unit A ,Ontario
Cantopia Cannabis Co.,North Bay,41-45 Lakeshore Dr Unit 106,Ontario
Shinybud Cannabis Co. 12467 Morrisburg,Morrisburg,"12467 County Rd 2, Unit B",Ontario
Forest Plant,Harrowsmith,4916 Road 38 Suite 4,Ontario
Sensations Cannabis,East York,1391 O'Connor Dr,Ontario
Tweed,Peterborough,950 Lansdowne St W Unit A-07,Ontario
Garden City Cannabis Co,Fort Erie,310 Garrison Rd Unit E-02,Ontario
Highties Cannabis Store,Orleans,385 Tompkins Ave Unit 2A,Ontario
Vip Cannabis Company,Mitchell,46 Ontario Rd,Ontario
Docks,Lindsay,86 Kent St W,Ontario
Bluebird Cannabis Express ,Ottawa,3500 Hawthorne Rd Unit C,Ontario
Sessions Cannabis Beechwood,Vanier,196 Beechwood Ave,Ontario
King Of Queens Cannabis Company,Haileybury,462 Ferguson Ave,Ontario
True North Cannabis Co. ,Sault Ste. Marie,898 Queen St E Unit 2,Ontario
Fika Local Fairview Mall,Toronto,1800 Sheppard Ave E Unit 1047,Ontario
Pakalolo Cannabis Co.,Gloucester,111 Shuttleworth Dr Suite 3,Ontario
Olli Brands,Etobicoke,130 North Queen St Suite 5,Ontario
Daily Doze Cannabis Co.,Hamilton,1447 Upper Ottawa St Unit 13-14,Ontario
Pop'S Cannabis Co. Big Bay Point ,Barrie,829 Big Bay Point Rd Unit D6,Ontario
Pop'S Cannabis Co. Stratford,Stratford,581 Huron St Unit 3B,Ontario
Tokyo Smoke Belleville ,Belleville,305 North Front St Unit 4,Ontario
Sparkle Cannabis Company,Burlington,730 Guelph Line Unit 1,Ontario
Taste Buds Cannabis,Milton,26 Main St E Unit B,Ontario
Kana Leaf Cannabis,Ottawa,418 Richmond Rd,Ontario
Hempire House,Tottenham,18 Mill St W,Ontario
12603411 Canada Inc ,North York,934 Wilson Ave,Ontario
High End Cannabis Co.,Niagara Falls,6080 Mcleod Rd Unit 5,Ontario
Kush Klub,Toronto,488 Queen St W,Ontario
Big River Cannabis - Laurier,Rockland,2613 Laurier St,Ontario
Cannabis Xpress,Brampton,11670 Hurontario St Unit 6,Ontario
Discounted Cannabis,Chatham,122 Richmond St Unit 2,Ontario
Chillin' Buds,Paris ,1070 Rest Acres Rd Unit D2,Ontario
High Hopes Cannabis,Mitchell,53 Montreal St,Ontario
Naturally Bongins ,Wingham,"11 Veterans Road, Unit B",Ontario
Discounted Cannabis,Kingsville,9 Main St E,Ontario
Fire & Flower Cannabis Co.,Toronto,659 Danforth Ave Unit 2,Ontario
Tokyo Smoke Hanover,Hanover,895 10Th St Unit 2,Ontario
High Lite Cannabis Store,Ottawa,1581 Bank St Unit B,Ontario
Fogtown Flower,North York,1529-1531 Steeles Ave E,Ontario
Pepe,Burlington,892 Brant St Unit 3,Ontario
The Bud Hub,London ,2485 Main St E,Ontario
Sweet Releafs Inc,Brantford,248 Lynden Rd Unit 3,Ontario
Value Buds,Brampton,100 Peel Centre Dr Unit 5,Ontario
The Big Bamboo Cannabis Company,Ottawa,144 Renfrew Ave Unit C1,Ontario
Mont Kailash Cannabis,Burlington,1220 Brant St Unit 3B,Ontario
Eighth Cannabis,Coboconk,6694 Hwy 35 North Unit 3,Ontario
Sessions Cannabis,Uxbridge,307 Toronto St S Unit 7,Ontario
Buzzed Buds,Ottawa,179 George St Unit 101,Ontario
Above Clouds Ltd. ,North York,1757 Avenue Rd,Ontario
Value Buds,North York,2546 Finch Ave W Suite 12,Ontario
Value Buds,London,1030 Adelaide St N Unit 9B,Ontario
Stoney High Cannabis Corp.,York,333 Silverthorn Ave,Ontario
Broadway Cannabis,Orangeville,71 Broadway Unit 2 ,Ontario
Vip Cannabis Company,Cambridge,336 Eagle St N Suite 102,Ontario
Zen Cannabis,York,425 Jane St Suite 1,Ontario
Above The Clouds Cannabis,York,259 Scarlett Rd,Ontario
Dope Cannabis,Brampton,13 Kenview Blvd Unit 11,Ontario
Bonnefire,Brighton,23 Main St,Ontario
T Cannabis Nw,Manitouwadge,21 Huron Walk Unit 2,Ontario
Ouid,Ottawa,423 Richmond Rd,Ontario
Buds 4 Less Cannabis Company,Orillia,64 Mississaga St W Suite 1,Ontario
Legendary Fruits,Shelburne,730 Industrial Rd Unit 3,Ontario
Purple Pineapple Cannabis Co,Etobicoke,25 Woodbine Downs Blvd Unit 8,Ontario
Ingram & Sons Cannabis Co.,Vankleek Hill,16 High Street,Ontario
Cheech & Chung Cannabis ,Ottawa,838 Somerset St W Suite 60,Ontario
Chillin' Buds,Paris,185 Pinehurst Rd,Ontario
Sticky Nuggz (Steeles W),Etobicoke,1 Steinway Blvd Unit 10,Ontario
Blackstar Cannabis,Etobicoke,2428 Islington Ave Suite 107,Ontario
D-Se Of Dope,Toronto,620 Yonge St,Ontario
Chronzz Cannabis Shop,Scarborough,1157 Ellesmere Rd Unit 5,Ontario
Kraft Cannabis Company,Guelph,666 Woolwich St Unit 30,Ontario
Tokyo Smoke Waterdown,Waterdown,52-90 Dundas St E Unit C4.5,Ontario
The Smoke And Leaf Ltd.,Napanee,824 Palace Rd Unit 5,Ontario
Flowertown Cannabis,Georgina,20945 Dalton Rd Unit 4,Ontario
Canna Cabana,Waterloo,440 Erb St W Unit B2,Ontario
Maryjane’S Cannabis,Oshawa,1900 Simcoe St N Unit 1,Ontario
Arcade Cannabis ,Bradford,456 Holland St W Unit 1,Ontario
Spot420 The Cannabis Store,Erin,76 Main Street,Ontario
Cannabis Xpress,Wingham,237 Josephine St Unit 1,Ontario
Green Grove,Erin,2 Thompson Cres Unit 6 Ss 1,Ontario
Big River Cannabis - Bourget,Bourget,2115 Laval St,Ontario
Matchbox Cannabis 605 Rogers,York ,605 Rogers Rd Unit D6C,Ontario
The Olde Barber Cannabis Co.,Cobalt,33 Silver St.,Ontario
Uncle Louie'S Cannabis Shop,Burlington,574 Plains Rd E Unit B,Ontario
Bob'S Bud Emporium (Elgin Centre),St Thomas,417 Wellington St Unit 141,Ontario
Cannabis Link Express,London,1149 Western Rd Unit 2,Ontario
Buds 4 Less Cannabis Outlet,Niagara Falls,7500 Lundy'S Lane Unit C14-E,Ontario
Eighth Cannabis,Algonquin Highlands,"9996 Highway 118, Unit B",Ontario
Value Buds,Pickering,1450 Kingston Rd Unit 14,Ontario
Discounted Cannabis,Walkerton,229 Durham St E,Ontario
Holland Daze,Orangeville,150 First St Unit G4,Ontario
Spark Cannabis ,Jackson'S Point,920 Lake Drive East,Ontario
Sessions Cannabis Keswick,Keswick,443 The Queensway S Unit 27,Ontario
Cambridge Cannabis,Cambridge,26 Queen St W,Ontario
Creekside Greens,Gloucester,2894 Bank St,Ontario
Sessions Cannabis,Stoney Creek,369 Highway 8 Unit B2,Ontario
Cannabis Xpress,Beeton,8 Main St W,Ontario
The Nug Co.,Oshawa,514 Ritson Rd S,Ontario
Mystic'S Cannabis,Hamilton,1466B Main St E,Ontario
Go Green Cannabis Co,Nepean,3802-3812 Greenbank Rd Unit 4,Ontario
The 6Ix Cannabis,Bowmanville,6 Spicer Sq Unit 106,Ontario
Bro Cannabis Inc.,Lasalle,2596 Front Rd Unit 1,Ontario
Canatime ,Kanata,484 Hazeldean Rd Unit G6A,Ontario
Pop'S Cannabis Co.,Tottenham,133 Queen St. S. Unit A,Ontario
Tweed,Brampton,1990 Steeles Ave W Unit A,Ontario
Tweed,Brampton,10010 Mclaughlin Rd Unit A,Ontario
The Cannabis Forest,Havelock,2 Ottawa Street West Unit B,Ontario
Treetops Cannabis Co. ,London,2386 Main St Unit 1 ,Ontario
Budssmoke,Sundridge,10425 Hwy 124 Unit B,Ontario
86 King Street W Cannabis,Kitchener,86 King St W,Ontario
Lost Lake,Sudbury ,42 Lorne St. Unit 4,Ontario
Groovy'S Baysville,Baysville,14 Bridge Street,Ontario
Tweed,Burlington,2971 Walker'S Line Unit A,Ontario
T Cannabis Nw,Sioux Lookout,37 Front St,Ontario
Canaculture Cannabis Store,Toronto ,205 Yonge St ,Ontario
Baths Bud N Boutique,Bath,220 Main St Unit 6,Ontario
Blue Haven Cannabis,Manotick,990 River Rd Unit 8,Ontario
Vip Cannabis Co,Chesley,35 1St Avenue S,Ontario
Spot420 The Cannabis Store,Oshawa,682 Hortop St,Ontario
The Potery,Brampton,239 Queen St E Unit 4,Ontario
Tokyo Smoke Cannabis,Guelph,35 Harvard Rd Unit 7A,Ontario
Cannabis Xpress,Hampton,1648 Taunton Rd E Unit 2,Ontario
Sessions Cannabis Stoney Creek London,London,1830 Adelaide St N Unit 5,Ontario
Mary J'S Cannabis Russel,Russell,191 Castor St Unit 1,Ontario
Cost Cannabis - Peterborough,Peterborough,1135 Lansdowne St W Unit 9,Ontario
Stok'D Cannabis,Scarborough,2978 Eglinton Ave E Unit 1,Ontario
High Miles Incorporated,Toronto,1829 Davenport Rd Unit 1B,Ontario
Sparq Retail,Norwood,2367 County Road 45,Ontario
The 420 Place ,North York,1052A Finch Ave W,Ontario
Da Canna,London,423 Hamilton Rd Unit A,Ontario
Shiny Bud Cannabis Co. Kingston,Kingston,689A Princess St,Ontario
Canna Cabana,Windsor,6711 Tecumseh Rd E Unit 8A,Ontario
Highq,Dorchester,4010 Hamilton Rd,Ontario
Offside Cannabis,Port Perry,693 Queen St,Ontario
Lit Cannabis ,London,1440 Jalna Blvd Unit 4,Ontario
Sticky Nuggz London Wellington Inc.,London ,354 Wellington St Unit B,Ontario
Electrical Banana,Ottawa,693 Somerset St W,Ontario
Fire & Flower Cannabis Co.,Scarborough,3132 Eglinton Ave E Unit B1,Ontario
Grandma'S Cannabis,Toronto,440 Adelaide St E,Ontario
Forest Plant ,Brussels,450 Turnberry St,Ontario
Regulators Cannabis,Windsor,3099 Forest Glade Dr,Ontario
Toke And Tell Cannabis,North York,184 Wilson Ave,Ontario
Nature'S Canopy House,Niagara Falls,5546 Robinson St Unit 3,Ontario
Tbd,Carleton Place,208 Bridge St,Ontario
Shinybud Cannabis Co. 83 Aberfoyle,Kingston,83 Aberfoyle Rd Unit 3,Ontario
Benkz Budz ,London,699 Wilkins St Unit 17,Ontario
Blazeco Cannabis,Iroquois Falls,231 Ambridge Drive,Ontario
High Society,Welland ,188 Maple Ave ,Ontario
Kroniclez,Waterloo,62 Balsam St Unit B104,Ontario
The Trip House,North York,850 Wilson Ave,Ontario
One Plant Keswick,Keswick,76 Arlington Dr Unit 8,Ontario
Spark Cannabis ,Cookstown,12 Queen St,Ontario
Lush Cannabis Company,Peterborough,139 George St N Unit 2,Ontario
Sativa Bliss Cannabis Boutique,Kitchener,1241 Strasburg Rd Unit 1,Ontario
Shinybud Cannabis Co. 1500 Main,Hawkesbury,1500 Main St E,Ontario
One Plant,Elmira,315 Arthur St S Unit 105,Ontario
Rozbudz,Kirkland Lake,54 Government Rd W Unit A,Ontario
Olympia Cannabis Perth O/C Perth,Perth,88 Gore St E,Ontario
Paramount Cannabis Co,Shelburne,517 Main St E Unit 2,Ontario
Cannjah,Barrie,14C Hamilton Rd,Ontario
Cannaverse,Picton ,23 George Wright Blvd Unit C-1 Rr1,Ontario
My Cannabis,Terrace Bay,1002 Hwy 17 Unit 1,Ontario
Vip Cannabis Company,Palmerston,214 Main St W Unit 2,Ontario
One Plant,Shelburne,"804 Ojibway Rd, Building D Unit 3",Ontario
Vip Cannabis Company,Elmira,33 Arthur St S,Ontario
Cantopia Cannabis Co.,Brampton,9445 Mississauga Rd Unit 3,Ontario
One Plant Burlington,Burlington,2025 Guelph Line Unit 133,Ontario
Insalata,Toronto,550 Front St W Unit 59,Ontario
Pot Palace Cannabis Company,Toronto,1908 Gerrard St E Unit B,Ontario
The Hunny Pot Cannabis Co.,Toronto,600 Fleet St. Unit 18,Ontario
Blackstar Cannabis,Orillia,323 Atherley Rd Unit 4,Ontario
Mary Jane Muskoka,Bracebridge,440 Ecclestone Dr Unit 13 ,Ontario
Puffs Haven,North York,10 Northtown Way Suite 107,Ontario
Vip Cannabis Company,Perth East,3997 Perth Rd 107,Ontario
Wild Flowerz,Sudbury,533 Kathleen St Unit B,Ontario
Your Highness Cannabis,London,744 Richmond St,Ontario
Lockstock. Cannabis,Toronto,8 Gladstone Ave Unit 1B,Ontario
Eighth Cannabis,Beaverton,292 Mara Rd Unit A,Ontario
Clinton Cannabis,Clinton,16 King Street,Ontario
1 Stop Cannabis,Simcoe,38 Norfolk St S,Ontario
Fika Cannabis,Toronto,65 Front St W Unit 405,Ontario
Hidden Leaf Cannabis,Burlington,181 Plains Rd W Unit 2,Ontario
Vip Cannabis Company,Harriston,29 Elora St S,Ontario
Lolly ,Brantford,360 Conklin Rd Unit D4,Ontario
Evergreen Leaf,Longlac,122 Queen Street,Ontario
Sixbud,Toronto,1626 Queen St E,Ontario
Weedjar,Toronto,809 Yonge St,Ontario
Cannaverse,Kitchener,1190 Fischer Hallman Rd,Ontario
Green Line ,Scarborough,3300 Lawrence Ave E Suite 4,Ontario
Bigfoot'S Cannabis Inc.,Elmvale,2 Queen St W Unit 3,Ontario
Sky High Cannabis,Niagara Falls,5894 Main St,Ontario
Nature'S Canopy House,North York,2437 Finch Ave W Unit 7,Ontario
Vip Cannabis Company,Petersburg,"1656 Snyders Rd E, Unit B",Ontario
Cannabis Xpress,Scarborough,5005 Steeles Ave E Unit 106,Ontario
Discounted Cannabis,Windsor,2783 Howard Ave,Ontario
Royal Cannabis Haus ,Nepean,22 Northside Rd,Ontario
Canna Cabana,Stittsville,1300 Main St Unit 111,Ontario
Kannabis King,London,1066 Adelaide St N Unit 4,Ontario
Budssmoke,York,1812 Jane St,Ontario
Sessions Cannabis-Waterloo,Waterloo,573 King St N Unit 2,Ontario
Fire & Flower Cannabis Co.,Ottawa,225 Marche Way Unit 103,Ontario
Cannabis Fields Inc.,Elgin,14 Main St Unit B,Ontario
The Happy Cannasseur,Courtice,1413 King St E Unit 5,Ontario
True North Cannabis Co.,Parry Sound,34 Seguin St,Ontario
The Oz Store,Morrisburg,89 Main St,Ontario
Value Buds,Toronto,251 King St E Unit A1,Ontario
Fire & Flower Cannabis Co.,Waterloo,578 Weber St N Unit K1,Ontario
Fika Local Herbal Goods,London,1965 Hyde Park Rd Unit 104A,Ontario
Harvest Cannabis Co,Kitchener,376 Victoria St N Unit 5A,Ontario
Valley Bud,Carp,433 Donald B Munroe Drive Unit B,Ontario
True North Cannabis Co.,Elliot Lake,17 Manitoba Rd,Ontario
Garden City Cannabis Co,Welland,469 East Main St,Ontario
Cannaverse,Timmins,1500 Riverside Dr Unit 35B,Ontario
True North Cannabis Co.,Oshawa,1076 Cedar St Suite 3,Ontario
Cannaverse,Ancaster,1183 Wilson St W Unit 5,Ontario
True North Cannabis Co.,Midland,212 King St Unit 1,Ontario
Canntastic,Innisfil,733 Innisfil Beach Rd,Ontario
True North Cannabis Co.,New Liskeard,324 Whitewood Ave,Ontario
Bluebird Cannabis Express - Hawkesbury,Hawkesbury,792 Main St E Unit A,Ontario
Endless Heights Cannabis Store West,Windsor,1747 University Ave W,Ontario
Sessions Cannabis- Tottenham,Tottenham,130 Mill St E Unit A6,Ontario
Canna Cabana ,Kitchener,235 Ira Needles Blvd Suite C2,Ontario
Discounted Cannabis,Essex,4 Talbot St N,Ontario
Adult Fun Cannabis,Ottawa,1575 St. Laurent Blvd,Ontario
Blackstar Cannabis,Barrie,250 Innisfil St Unit 1,Ontario
Area 420,London,226 Dundas St,Ontario
Vivid Cannabis Co.,Barrie,7 Anne St S Unit 4,Ontario
Mary J'S Cannabis Greely,Greely,6045 Bank St. Units 302 & 303,Ontario
Toke House Express,Ignace,150 Main St Unit 1,Ontario
Cannaverse,Sault Ste. Marie,44 Great Northern Rd Suite 13,Ontario
Pop'S Cannabis Co.,Pembroke,1100 Pembroke St E Unit 300A,Ontario
Pop'S Cannabis Co.,Pickering,1900 Dixie Rd Unit 10,Ontario
Casa Bliss ,Sudbury,324 Elm St Unit 2,Ontario
Pop'S Cannabis Co.,Windsor,11500 Tecumseh Rd E Unit 4,Ontario
Levicann,Gilford,5417 Yonge St Unit 1,Ontario
Happy Time,Armstrong Station,16 King Street,Ontario
Breaking Bud Cannabis,St Catharines,130 Hartzel Rd,Ontario
On High Inc.,Toronto,806A St Clair Ave W,Ontario
Tokyo Smoke,Cambridge,420 Main St Unit 105,Ontario
The Smoke And Leaf Ltd.,Napanee,8 Dundas St W,Ontario
The Underground Hc,Etobicoke,3264 Lake Shore Blvd W,Ontario
Shinybud Cannabis Co. Richmond,Richmond,5921 Perth St Unit 300,Ontario
Consumers Cannabis,Erin,92 Trafalgar Rd,Ontario
Discounted Cannabis,Windsor,1332 Wyandotte St E,Ontario
Cannabis Xpress,North Gower,"2333 Church Street, Unit 3",Ontario
Sessions-Laurelwood,Waterloo,450 Columbia St W Unit 6,Ontario
Canna Cabana,Brampton,9025 Airport Rd Unit 2,Ontario
Pure Plant Cannabis,Perry,"12 Hwy 518 East, Unit C,",Ontario
Pop'S Cannabis Co.,Brampton,10 Beaumaris Dr Unit 11,Ontario
Tough Bud Cannabis,Pickering,1235 Bayly St Unit 14,Ontario
Sessions Cannabis Retail,Hamilton,1096 Barton St E Unit 2,Ontario
Chill Cannabis,Lucan,174 Main St,Ontario
Cost Cannabis,Dryden,439 Government St Unit 5,Ontario
Buzzed Buds,Toronto,3080 Yonge St Unit E,Ontario
Tokyo Smoke Lambton Mall,Sarnia,1380 London Rd Unit 141,Ontario
Green Valley Cannabis Company,Arnprior,115 John St N,Ontario
Pop'S Cannabis Co. ,Sudbury,1276 Kingsway,Ontario
Budssmoke,Mattawa,298 Main St Unit A,Ontario
One Plant,Hannon,2190 Rymal Rd E Unit E1,Ontario
Sessions Cannabis Goulais River,Goulais River,2771 On-17 Unit 1,Ontario
Qunubu Cannabis,Baysville,2620 Muskoka District Road 117,Ontario
Cobden 646,Cobden,10 Hwy 17,Ontario
Alphabud Cannabis Company (Sherbourne),Toronto,112 Sherbourne St,Ontario
The Hunny Pot Cannabis Co.,Guelph,328 Speedvale Ave E Unit 10,Ontario
Sparq Retail,Millbrook,40 King St E,Ontario
Stellar Bud,Parkhill,249 Main Street,Ontario
Cantopia Cannabis Co.,Toronto,1245 Dupont St Unit 3,Ontario
Cannabis Cupboard,Beamsville,4506 Ontario St Unit 4,Ontario
Thc Canada,Toronto,38 Blue Jays Way Unit 5,Ontario
South River Buds,South River,19 Isabella Street,Ontario
Queen George Cannabis,Hamilton,1104 Fennell Ave E Unit 8,Ontario
Longbottom Leaf,Ramara,2267 Highway 12,Ontario
Discounted Cannabis,Windsor,4450 Walker Rd,Ontario
Cannabis Hut Ltd,Toronto,699 Coxwell Ave,Ontario
Moksha Cannabis,Scarborough,2870 Ellesmere Rd Unit 2852,Ontario
Sessions Cannabis - South Porcupine,South Porcupine,4900 On-101,Ontario
Fratelli And Co.,Grand Valley,173004 County Rd 25,Ontario
One Stop Cannabis,Oshawa,30 Park Rd N Unit 2,Ontario
Spark Cannabis ,Uxbridge,24 Toronto St N,Ontario
Speakeasy Cannabis Ayr,Ayr,62 Stanley St,Ontario
Taste Buds Cannabis,Ayr,45 Stanley St Unit 200,Ontario
Buds House,Etobicoke,38A Rexdale Blvd Unit 2,Ontario
Nuclear Lettuce,Exeter,441 Main St S,Ontario
Cannabis Link,London,390 Springbank Dr Unit 10B,Ontario
Plug Canna6Is,Toronto,539 St Clair Ave W,Ontario
True North Cannabis Co,Acton,352 Queen St E Suite 4,Ontario
Reserved Cannabis,Guelph,615 Scottsdale Dr Unit 2,Ontario
Uphi Cannabis Emporium ,St Catharines,198 Glenridge Ave Unit 6,Ontario
